2,0,0.045022775,1,1,60,2,0.166666667,0.166666667,0.366666667
1,1,0.07513794,1,1,60,2,0.166666667,0.166666667,0.366666667
14,0,0.075611949,1,1,60,2,0.166666667,0.166666667,0.366666667
12,0,0.091212529,1,1,60,2,0.166666667,0.166666667,0.366666667
8,1,0.104777142,1,1,60,2,0.166666667,0.166666667,0.366666667
5,0,0.105870059,1,1,60,2,0.166666667,0.166666667,0.366666667
4,0,0.120888539,1,1,60,2,0.166666667,0.166666667,0.366666667
9,1,0.126639021,1,1,60,2,0.166666667,0.166666667,0.366666667
44,1,0.127964973,1,1,60,2,0.166666667,0.166666667,0.366666667
15,0,0.142557757,1,1,60,2,0.166666667,0.166666667,0.366666667
7,1,0.145640824,1,1,60,2,0.166666667,0.166666667,0.366666667
30,0,0.152864348,1,1,60,2,0.166666667,0.166666667,0.366666667
10,0,0.168830776,1,1,60,2,0.166666667,0.166666667,0.366666667
3,1,0.174183793,1,1,60,2,0.166666667,0.166666667,0.366666667
25,1,0.178181275,1,1,60,2,0.166666667,0.166666667,0.366666667
42,0,0.18194749,1,1,60,2,0.166666667,0.166666667,0.366666667
11,1,0.184163907,1,1,60,2,0.166666667,0.166666667,0.366666667
45,1,0.186388227,1,1,60,2,0.166666667,0.166666667,0.366666667
13,1,0.186469104,1,1,60,2,0.166666667,0.166666667,0.366666667
6,1,0.190313406,1,1,60,2,0.166666667,0.166666667,0.366666667
29,1,0.202074955,1,1,60,2,0.166666667,0.166666667,0.366666667
40,1,0.20550251,1,1,60,2,0.166666667,0.166666667,0.366666667
17,0,0.20664687,1,1,60,2,0.166666667,0.166666667,0.366666667
35,1,0.212006356,1,1,60,2,0.166666667,0.166666667,0.366666667
52,1,0.215526881,1,1,60,2,0.166666667,0.166666667,0.366666667
28,1,0.277244932,1,1,60,2,0.166666667,0.166666667,0.366666667
56,1,0.285924311,1,1,60,2,0.166666667,0.166666667,0.366666667
31,1,0.288612522,1,1,60,2,0.166666667,0.166666667,0.366666667
18,1,0.291189838,1,1,60,2,0.166666667,0.166666667,0.366666667
16,1,0.327832262,1,1,60,2,0.166666667,0.166666667,0.366666667
50,1,0.332357535,1,1,60,2,0.166666667,0.166666667,0.366666667
51,1,0.337203751,1,1,60,2,0.166666667,0.166666667,0.366666667
36,1,0.337382222,1,1,60,2,0.166666667,0.166666667,0.366666667
22,1,0.342221591,1,1,60,2,0.166666667,0.166666667,0.366666667
55,1,0.348789354,1,1,60,2,0.166666667,0.166666667,0.366666667
21,1,0.351511095,1,1,60,2,0.166666667,0.166666667,0.366666667
59,1,0.381188244,1,1,60,2,0.166666667,0.166666667,0.366666667
24,1,0.383277221,1,1,60,2,0.166666667,0.166666667,0.366666667
33,1,0.384802952,1,1,60,2,0.166666667,0.166666667,0.366666667
38,1,0.390828001,1,1,60,2,0.166666667,0.166666667,0.366666667
39,1,0.419724959,1,1,60,2,0.166666667,0.166666667,0.366666667
49,1,0.43159815,1,1,60,2,0.166666667,0.166666667,0.366666667
58,1,0.461125948,1,1,60,2,0.166666667,0.166666667,0.366666667
41,1,0.476189235,1,1,60,2,0.166666667,0.166666667,0.366666667
54,1,0.484000564,1,1,60,2,0.166666667,0.166666667,0.366666667
48,1,0.484245825,1,1,60,2,0.166666667,0.166666667,0.366666667
43,1,0.484246201,1,1,60,2,0.166666667,0.166666667,0.366666667
37,1,0.50267629,1,1,60,2,0.166666667,0.166666667,0.366666667
34,1,0.545854454,1,1,60,2,0.166666667,0.166666667,0.366666667
27,1,0.592082454,1,1,60,2,0.166666667,0.166666667,0.366666667
26,1,0.594231999,1,1,60,2,0.166666667,0.166666667,0.366666667
19,1,0.606276468,1,1,60,2,0.166666667,0.166666667,0.366666667
60,1,0.704677922,1,1,60,2,0.166666667,0.166666667,0.366666667
23,1,0.733375597,1,1,60,2,0.166666667,0.166666667,0.366666667
20,1,0.770288699,1,1,60,2,0.166666667,0.166666667,0.366666667
53,1,0.776542087,1,1,60,2,0.166666667,0.166666667,0.366666667
46,1,0.797120337,1,1,60,2,0.166666667,0.166666667,0.366666667
32,1,0.828362815,1,1,60,2,0.166666667,0.166666667,0.366666667
47,1,0.85144194,1,1,60,2,0.166666667,0.166666667,0.366666667
57,1,1.304097583,1,1,60,2,0.166666667,0.166666667,0.366666667
